?cls,?mondo_label,?definition,?gene,?gene_label
<http://purl.obolibrary.org/obo/MONDO_0014882>,hereditary spastic paraplegia 77,"Autosomal recessive spastic paraplegia type 77 is a rare, pure or complex hereditary spastic paraplegia characterized by an infancy to childhood onset of slowly progressive lower limb spasticity, delayed motor milestones, gait disturbances, hyperreflexia and various muscle abnormalities, including weakness, hypotonia, intention tremor and amyotrophy. Ocular abnormalities (e.g. strabismus, ptosis) and other neurological abnormalities, such as dysarthria, seizures and extensor plantar responses, may also be associated.",<http://identifiers.org/hgnc/21062>,FARS2
<http://purl.obolibrary.org/obo/MONDO_0009352>,classic homocystinuria,"Classical homocystinuria due to cystathionine beta-synthase (CbS) deficiency is characterized by the multiple involvement of the eye, skeleton, central nervous system, and vascular system.",<http://identifiers.org/hgnc/1550>,CBS
<http://purl.obolibrary.org/obo/MONDO_0008340>,"ptosis, hereditary congenital, 1",Congenital ptosis is characterized by superior eyelid drop present at birth.,<http://identifiers.org/hgnc/30939>,ZFHX4
<http://purl.obolibrary.org/obo/MONDO_0009080>,split hand-foot malformation 1 with sensorineural hearing loss,"Split hand - split foot - deafness is an extremely rare genetic syndrome reported in a few families to date and characterized clinically by split hand/split foot malformation (SHFM) and mild to moderate sensorineural hearing loss, sometimes associated with cleft palate and intellectual deficit.",<http://identifiers.org/hgnc/2918>,DLX5
<http://purl.obolibrary.org/obo/MONDO_0009607>,methionine adenosyltransferase deficiency,Hypermethioninemia due to methionine adenosyltransferase deficiency is a very rare metabolic disorder resulting in isolated hepatic hypermethioninemia that is usually benign due to partial inactivation of enzyme activity. Rarely patients have been found to have an odd odor or neurological disorders such as brain demyelination.,<http://identifiers.org/hgnc/6903>,MAT1A
<http://purl.obolibrary.org/obo/MONDO_0011417>,hemochromatosis type 3,"Type 3 hemochromatosis is a form of rare hereditary hemochromatosis (HH), a group of diseases characterized by excessive tissue iron deposition of genetic origin.",<http://identifiers.org/hgnc/11762>,TFR2
<http://purl.obolibrary.org/obo/MONDO_0008179>,paroxysmal extreme pain disorder,Paroxysmal extreme pain disorder is a rare disorder of abnormal pain sensation.,<http://identifiers.org/hgnc/10597>,SCN9A
<http://purl.obolibrary.org/obo/MONDO_0010572>,occipital horn syndrome,"Occipital horn syndrome (OHS) is a mild form of Menkes disease (MD), a syndrome characterized by progressive neurodegeneration and connective tissue disorders due to a copper transport defect.",<http://identifiers.org/hgnc/869>,ATP7A
<http://purl.obolibrary.org/obo/MONDO_0010674>,mucopolysaccharidosis type 2,"A lysosomal storage disease leading to a massive accumulation of glycosaminoglycans and a wide variety of symptoms including distinctive coarse facial features, short stature, cardio-respiratory involvement and skeletal abnormalities. It manifests as a continuum varying from a severe to an attenuated form without neuronal involvement.",<http://identifiers.org/hgnc/5389>,IDS
<http://purl.obolibrary.org/obo/MONDO_0010305>,creatine transporter deficiency,"X-linked creatine transporter deficiency (CRTR-D) is a creatine deficiency syndrome characterized clinically by global developmental delay/ intellectual disability (DD/ID) with prominent speech/language delay, autistic behavior and seizures.",<http://identifiers.org/hgnc/11055>,SLC6A8
<http://purl.obolibrary.org/obo/MONDO_0012454>,"alcohol sensitivity, acute","Alcohol intolerance is characterized by immediate unpleasant reactions after drinking alcohol. The most common signs and symptoms of alcohol intolerance are stuffy nose and skin flushing. Alcohol intolerance is caused by a genetic condition in which the body is unable to break down alcohol efficiently, usually found in Asians. These individuals accumulate acetaldehyde, the primary metabolite of ethanol, because of a genetic polymorphism of aldehyde dehydrogenase (ALDH) that metabolizes acetaldehyde to nontoxic acetate. The only way to prevent alcohol intolerance reactions is to avoid alcohol. Alcohol intolerance isn't an allergy. However, in some cases, what seems to be alcohol intolerance may be a reaction to something in an alcoholic beverage, such as chemicals, grains or preservatives. Combining alcohol with certain medications also can cause reactions. In rare instances, an unpleasant reaction to alcohol can be a sign of a serious underlying health problem that requires diagnosis and treatment.",<http://identifiers.org/hgnc/404>,ALDH2
<http://purl.obolibrary.org/obo/MONDO_0010327>,HSD10 mitochondrial disease,"A rare, life-threatening neurometabolic disease characterized by a progressive neurodegenerative course, epilepsy, retinopathy and progressive cardiomyopathy.",<http://identifiers.org/hgnc/4800>,HSD17B10
<http://purl.obolibrary.org/obo/MONDO_0013268>,frontonasal dysplasia with alopecia and genital anomaly,Frontonasal dysplasia with alopecia and genital anomaly is a new phenotype of frontonasal dysplasia associated with total alopecia and hypogonadism.,<http://identifiers.org/hgnc/450>,ALX4
<http://purl.obolibrary.org/obo/MONDO_0010188>,familial isolated deficiency of vitamin E,"Ataxia with vitamin E deficiency (AVED) is a neurodegenerative disease belonging to the inherited cerebellar ataxias. It is mainly characterized by progressive spino-cerebellar ataxia, loss of proprioception, areflexia, and is associated with a marked deficiency in vitamin E.",<http://identifiers.org/hgnc/12404>,TTPA
<http://purl.obolibrary.org/obo/MONDO_0011211>,axial spondylometaphyseal dysplasia,"Axial spondylometaphyseal dysplasia is a genetic disorder of bone growth. The term axial means towards the center of the body. Sphondylos is a Greek term meaning vertebra. Metaphyseal dysplasia refers to abnormalities at the ends of long bones.Axial spondylometaphyseal dysplasia primarily affects the bones of the chest, pelvis, spine,upper arms and upper legs, and results in shortened stature.For reasons not well understood,this rare skeletal dysplasia is also associated withearly and progressivevision loss. The underlying genetic cause of axial spondylometaphyseal dysplasia is currently unknown.It is thought to be inherited in an autosomal recessive fashion.",<http://identifiers.org/hgnc/1260>,CFAP410
<http://purl.obolibrary.org/obo/MONDO_0023696>,Marinesco-Sjogren-like syndrome,A disease with similar features to Marinesco-Sjogren syndrome.,<http://identifiers.org/hgnc/18986>,GBA2
<http://purl.obolibrary.org/obo/MONDO_0020603>,X-linked chondrodysplasia punctata 2,"A rare genodermatosis with great phenotypic variation and characterized most commonly by ichthyosis, chondrodysplasia punctata (CDP), asymmetric shortening of the limbs, cataracts and short stature.",<http://identifiers.org/hgnc/3133>,EBP
<http://purl.obolibrary.org/obo/MONDO_0009026>,Costello syndrome,"Costello syndrome (CS) is a rare multisystemic disorder characterized by failure to thrive, short stature, developmental delay or intellectual disability, joint laxity, soft skin, and distinctive facial features. Cardiac and neurological involvement is common and there is an increased lifetime risk of certain tumors.",<http://identifiers.org/hgnc/5173>,HRAS
<http://purl.obolibrary.org/obo/MONDO_0007970>,melorheostosis,"Melorheostosis is a rare connective tissue disorder characterized by a sclerosing bone dysplasia, usually limited to one side of the body (rarely bilateral), that manifests with pain, stiffness, joint contractures and deformities.",<http://identifiers.org/hgnc/28887>,LEMD3
<http://purl.obolibrary.org/obo/MONDO_0008209>,Char syndrome,"Char syndrome is characterized by the triad of patent ductus arteriosus (PDA), facial dysmorphism and hand anomalies.",<http://identifiers.org/hgnc/11743>,TFAP2B
<http://purl.obolibrary.org/obo/MONDO_0007381>,epithelial recurrent erosion dystrophy,"Epithelial recurrent erosion dystrophy (ERED) is a rare form of superficial corneal dystrophy characterized by recurrent episodes of epithelial erosions from childhood in the absence of associated diseases, with occasional impairment of vision.",<http://identifiers.org/hgnc/2194>,COL17A1
<http://purl.obolibrary.org/obo/MONDO_0007176>,helicoid peripapillary chorioretinal degeneration,"Helicoid peripapillary chorioretinal degeneration is a rare autosomal dominantly inherited chorioretinal degeneration disease, presenting at birth or infancy, characterized by progressive bilateral retinal and choroidal atrophy, appearing as lesions on the optic nerve and peripheral ocular fundus and leading to central vision loss. Congenital anterior polar cataracts are sometimes associated with this disease.",<http://identifiers.org/hgnc/11714>,TEAD1
<http://purl.obolibrary.org/obo/MONDO_0012110>,growth delay due to insulin-like growth factor type 1 deficiency,Growth delay due to insulin-like growth factor I deficiency is characterized by the association of intrauterine and postnatal growth retardation with sensorineural deafness and intellectual deficit.,<http://identifiers.org/hgnc/5464>,IGF1
<http://purl.obolibrary.org/obo/MONDO_0010952>,hereditary hyperferritinemia with congenital cataracts,Hereditary hyperferritinemia with congenital cataracts is characterized by the association of early onset (although generally absent at birth) cataract with persistently raised plasma ferritin concentrations in the absence of iron overload.,<http://identifiers.org/hgnc/3999>,FTL
<http://purl.obolibrary.org/obo/MONDO_0007508>,Rapp-Hodgkin syndrome,A form of ectodermal dysplasia characterized by the association of anhidrotic ectodermal dysplasia with cleft lip/palate.,<http://identifiers.org/hgnc/15979>,TP63
<http://purl.obolibrary.org/obo/MONDO_0010035>,Smith-Lemli-Opitz syndrome,"Smith-Lemli-Opitz syndrome (SLOS) is characterized by multiple congenital anomalies, intellectual deficit, and behavioral problems.",<http://identifiers.org/hgnc/2860>,DHCR7
<http://purl.obolibrary.org/obo/MONDO_0014184>,specific language impairment 5,A communication disorder that involves the processing of linguistic information.,<http://identifiers.org/hgnc/26230>,TM4SF20
<http://purl.obolibrary.org/obo/MONDO_0008332>,platelet-type von Willebrand disease,"A bleeding disorder characterized by mild to moderate mucocutaneous bleeding, which becomes more pronounced during pregnancy or following ingestion of drugs that have anti-platelet activity. PT-VWD is due to hyperresponsive platelets, resulting in thrombocytopenia.",<http://identifiers.org/hgnc/4439>,GP1BA
<http://purl.obolibrary.org/obo/MONDO_0009837>,choroid plexus papilloma,"Papilloma of the choroid plexus is a rare benign type of choroid plexus tumor, accounting for 1% of all brain tumors, often occurring in the fourth ventricle (in adults) and the lateral ventricle (in children) but sometimes arising ectopically in the brain parenchyma, and presenting with nausea, vomiting, papilledema, abnormal eye movements, as well as enlarged head circumference, seizures and gait impairment due to an increase in intracranial pressure.",<http://identifiers.org/hgnc/11998>,TP53
<http://purl.obolibrary.org/obo/MONDO_0010545>,Nance-Horan syndrome,"A syndrome characterized by the association in male patients of congenital cataracts with microcornea, dental anomalies and facial dysmorphism.",<http://identifiers.org/hgnc/7820>,NHS
<http://purl.obolibrary.org/obo/MONDO_0010726>,Rett syndrome,A severe neurodevelopmental disorder affecting the central nervous system.,<http://identifiers.org/hgnc/6990>,MECP2
<http://purl.obolibrary.org/obo/MONDO_0008879>,Bowen-Conradi syndrome,"Bowen-Conradi syndrome (BCS) is a lethal autosomal recessive ribosomal biogenesis disorder characterized by severe prenatal and postnatal growth retardation, microcephaly, a distinctive facial appearance, extreme psychomotor delay, hip and knee contractures and rockerbottom feet.",<http://identifiers.org/hgnc/16912>,EMG1
